movie_id,original_title,clean_title,year,genres_text,director,top_cast,overview
81,"Hudsucker Proxy, The (1994)",The Hudsucker Proxy,1994,"Comedy, Drama, Fantasy",Joel Coen,"Tim Robbins, Jennifer Jason Leigh, Charles Durning",A naive business graduate is installed as president of a manufacturing company as part of a stock scam.
82,Jurassic Park (1993),Jurassic Park,1993,"Adventure, Science Fiction",Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape."
83,Much Ado About Nothing (1993),Much Ado About Nothing,1993,"Drama, Comedy, Romance",Kenneth Branagh,"Emma Thompson, Kenneth Branagh, Kate Beckinsale","In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding."
84,Robert A. Heinlein's The Puppet Masters (1994),Robert A. Heinlein's The Puppet Masters,1994,"Horror, Science Fiction, Thriller",Stuart Orme,"Donald Sutherland, Eric Thal, Julie Warner","The Midwest USA is invaded by stingray-shaped alien slugs that ride on people's backs and control their minds in order to spread their dominion. Government agency reps Sam Givens, Andrew Nivens, and Mary Sefton must stop the aliens."
85,"Ref, The (1994)",The Ref,1994,"Comedy, Crime, Drama",Ted Demme,"Denis Leary, Judy Davis, Kevin Spacey","A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve."
86,"Remains of the Day, The (1993)",The Remains of the Day,1993,"Drama, Romance",James Ivory,"Anthony Hopkins, Emma Thompson, James Fox",A rule-bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.
87,Searching for Bobby Fischer (1993),Searching for Bobby Fischer,1993,Drama,Steven Zaillian,"Max Pomeranc, Joe Mantegna, Joan Allen",A seven-year-old chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.
88,Sleepless in Seattle (1993),Sleepless in Seattle,1993,"Comedy, Drama, Romance",Nora Ephron,"Meg Ryan, Tom Hanks, Ross Malinger","After the death of his mother, a young boy calls a radio station in an attempt to set his father up on a date. Across the country, an engaged woman becomes convinced that they belong together, despite their never having met. Will their paths collide despite the odds?"
89,Blade Runner (1982),Blade Runner,1982,"Science Fiction, Drama, Thriller",Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans."
90,So I Married an Axe Murderer (1993),So I Married an Axe Murderer,1993,"Comedy, Crime, Romance",Thomas Schlamme,"Mike Myers, Nancy Travis, Anthony LaPaglia","Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right."
91,"Nightmare Before Christmas, The (1993)",The Nightmare Before Christmas,1993,"Fantasy, Animation, Family",Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara","Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans."
92,True Romance (1993),True Romance,1993,"Action, Crime, Romance",Tony Scott,"Christian Slater, Patricia Arquette, Dennis Hopper","Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it."
93,Welcome to the Dollhouse (1995),Welcome to the Dollhouse,1995,"Comedy, Drama",Todd Solondz,"Heather Matarazzo, Brendan Sexton III, Eric Mabius",An unattractive 7th grader struggles to cope with suburban life as the middle child with inattentive parents and bullies at school.
94,Home Alone (1990),Home Alone,1990,"Comedy, Family",Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern","Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. When thieves try to break into his home, he puts up a fight like no other."
95,Aladdin (1992),Aladdin,1992,"Animation, Family, Adventure, Fantasy, Romance","John Musker, Ron Clements","Scott Weinger, Robin Williams, Linda Larkin","In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes."
96,Terminator 2: Judgment Day (1991),Terminator 2: Judgment Day,1991,"Action, Thriller, Science Fiction",James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong","Ten years after the events of the original, a reprogrammed T-800 is sent back in time to protect young John Connor from the shape-shifting T-1000. Together with his mother Sarah, he fights to stop Skynet from triggering a nuclear apocalypse."
97,Dances with Wolves (1990),Dances with Wolves,1990,"Adventure, Drama, Western",Kevin Costner,"Kevin Costner, Mary McDonnell, Graham Greene","Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe."
98,"Silence of the Lambs, The (1991)",The Silence of the Lambs,1991,"Crime, Thriller, Drama",Jonathan Demme,"Jodie Foster, Anthony Hopkins, Scott Glenn","Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out."
99,Snow White and the Seven Dwarfs (1937),Snow White and the Seven Dwarfs,1937,"Fantasy, Animation, Family","David Hand, Ben Sharpsteen, William Cottrell, Larry Morey, Perce Pearce, Wilfred Jackson","Adriana Caselotti, Lucille La Verne, Harry Stockwell","A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own."
100,Fargo (1996),Fargo,1996,"Crime, Drama, Thriller",Joel Coen,"Frances McDormand, William H. Macy, Steve Buscemi","Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!"
101,Heavy Metal (1981),Heavy Metal,1981,"Animation, Science Fiction, Adventure, Fantasy, Music","Gerald Potterton, John Bruno, John Halas, Julian Harris, Jimmy T. Murakami, Barrie Nelson, Paul Sabella, Jack Stokes, Pino Van Lamsweerde, Harold Whitaker","Rodger Bumpass, John Candy, Jackie Burroughs","The embodiment of ultimate evil, a glowing orb terrorizes a young girl with bizarre stories of dark fantasy, eroticism and horror."
102,"Aristocats, The (1970)",The Aristocats,1970,"Animation, Comedy, Family, Adventure",Wolfgang Reitherman,"Phil Harris, Eva Gabor, Sterling Holloway","When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue."
103,All Dogs Go to Heaven 2 (1996),All Dogs Go to Heaven 2,1996,"Romance, Animation, Family, Adventure, Fantasy","Larry Leker, Paul Sabella","Charlie Sheen, Dom DeLuise, Adam Wylie","Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home."
104,Theodore Rex (1995),Theodore Rex,1995,"Fantasy, Science Fiction, Family, Comedy",Jonathan R. Betuel,"Whoopi Goldberg, Armin Mueller-Stahl, Juliet Landau","In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon."
105,Sgt. Bilko (1996),Sgt. Bilko,1996,Comedy,Jonathan Lynn,"Steve Martin, Dan Aykroyd, Phil Hartman",The US army is known for churning out lean mean fighting machines intent on protecting our great nation. Sergeant Ernie Bilko is the leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces.
106,Diabolique (1996),Diabolique,1996,"Mystery, Thriller, Horror",Jeremiah S. Chechik,"Sharon Stone, Isabelle Adjani, Chazz Palminteri","The wife and mistress of a cruel school master collaborate in a carefully planned and executed scheme to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The psychological strain starts to weigh on the two women when a retired police investigator begins looking into the man's disappearance on a whim."
